,Year,warstds,eu_nama_aux_pem_POP,gle_rgdpc,ross_oil_netexpc,p_polity,al_ethnic,al_religion,imf_gdpgr,une_gerst
291,2002,0,1437.6801,1559.37,0,2,0.796166,0.0434568,4.841236997,16.63127
292,2003,0,1580.95,1679.45,0,2,0.796166,0.0434568,4.820689697,57.77220533
293,2004,0,1707.5699,1764.28,0,2,0.796166,0.0434568,4.810107442,20.03547
294,2005,0,1760.27,1760.27,0,2,0.796166,0.0434568,4.816983977,22.23796
295,2006,0,2134.3401,2067.54,0,2,0.796166,0.0434568,4.815616329,22.02196
296,2007,0,2404.4299,2263.48,0,2,0.796166,0.0434568,4.825667678,25.43548
297,2008,0,2540.1699,2339.3999,0,2,0.796166,0.0434568,4.830020697,30.34004
298,2009,0,2491.79,2275.01,0,2,0.796166,0.0434568,4.835275046,33.31137
299,2010,0,2619.1001,2359.7,0,2,0.796166,0.0434568,4.825795406,58.10329675
300,2011,0,2685.5,2369.02,1281.457643,2,0.796166,0.0434568,4.828468449,39.72392
301,2012,0,9542.167876,9321.655581,1301.508932,2,0.796166,0.0434568,4.814927052,43.82718
302,2013,0,9632.481541,9410.032797,1311.475126,-2.399154054,-0.142114811,0.418825861,4.830466246,46.17019
303,2014,0,9695.805365,9470.806923,1317.205115,-2.311748921,-0.167553319,0.41713007,4.822034837,58.58057459
304,2001,0,7191.0098,7925.9902,1714.17652,-4,0.76896,0.6674408,2.15,53.11262
305,2002,0,7789.5898,8448.9404,1540.14444,-4,0.76896,0.6674408,-0.674,53.89794
306,2003,0,7450.8799,7915.1001,1637.562568,-4,0.76896,0.6674408,1.701,58.30465688
307,2004,0,8973.9502,9271.9502,2029.523852,-4,0.76896,0.6674408,1.12,58.23647005
308,2005,0,11273.27,11273.27,3102.146002,-4,0.76896,0.6674408,-0.786,58.40797609
309,2006,0,10752.35,10415.82,3232.868412,-4,0.76896,0.6674408,-1.908,58.570931
310,2007,0,11220.68,10562.92,3503.273763,-4,0.76896,0.6674408,6.333,58.515209
311,2008,0,10632.03,9791.71,4509.244673,-4,0.76896,0.6674408,1.733,58.46094293
312,2009,0,11717.66,10698.23,2775.78681,3,0.76896,0.6674408,-2.279,58.16942988
313,2010,0,12121.95,10921.37,3428.7523,3,0.76896,0.6674408,6.23,58.67271797
314,2011,0,14525.28,12813.52,1314.100359,3,0.76896,0.6674408,4.82936339,58.34196049
315,2012,0,9626.586568,9402.173227,1310.375678,3,0.76896,0.6674408,4.82367181,58.25790986
316,2013,0,9674.458097,9450.193515,1317.024277,-2.281969769,-0.178954934,0.418263677,4.824689603,58.35600644
317,2014,0,9545.766472,9324.649621,1295.488945,-2.215871197,-0.180480464,0.419383081,4.814114365,58.18783171
318,2001,0,1098.3199,1210.5699,0,-5,0.786402,0.0969684,5.753,57.72852426
319,2002,0,1115.8199,1210.27,0,-5,0.786402,0.0969684,-3.247,57.65718076
320,2003,0,1178.64,1252.08,0,-5,0.786402,0.0969684,6.874,57.92933898
321,2004,0,1430.38,1477.87,0,-5,0.786402,0.0969684,7.046,57.93726268
322,2005,0,1436.9399,1436.9399,0,-5,0.786402,0.0969684,-0.942,57.77183224
323,2006,0,1426.78,1382.13,0,-5,0.786402,0.0969684,1.124,57.74209927
324,2007,0,1453.58,1368.37,0,-5,0.786402,0.0969684,3.631,57.71004861
325,2008,0,1595.42,1469.3199,0,-5,0.786402,0.0969684,5.735,57.82763
326,2009,0,1572.59,1435.78,0,-5,0.786402,0.0969684,6.45,58.84052
327,2010,0,1614.48,1454.5699,0,-5,0.786402,0.0969684,6.526,57.48794
328,2011,0,1601.88,1413.1,1287.330525,-5,0.786402,0.0969684,-4.295,57.87235736
329,2012,0,9745.872378,9516.594086,1334.83895,-5,0.786402,0.0969684,5.274,58.69593559
330,2013,0,9547.720386,9327.107693,1296.931809,-2.345377234,-0.179567596,0.418362698,4.82061273,58.19486772
331,2014,0,9635.912455,9413.942203,1310.854565,-2.352183613,-0.167565905,0.418344737,4.82335693,58.30285778
332,2001,0,1481.95,1633.42,-7.467849047,6,0.673332,0.7986752,4.497,39.03128
333,2002,0,1448.99,1571.64,-8.085484299,6,0.673332,0.7986752,4.654,41.02608
334,2003,0,1554.45,1651.3,-10.60269708,6,0.673332,0.7986752,5.112,42.39452
335,2004,0,1702.45,1758.98,-18.59191653,8,0.673332,0.7986752,5.315,45.17393
336,2005,0,1747.4399,1747.4399,-23.57568573,8,0.673332,0.7986752,6.023,47.34945
337,2006,0,1742.27,1687.74,-12.98470069,8,0.673332,0.7986752,6.12,49.05769
338,2007,0,1887.85,1777.1899,-39.33789567,8,0.673332,0.7986752,6.46,53.43359
339,2008,0,2055.8501,1893.36,-51.06665094,8,0.673332,0.7986752,8.431,55.77602
340,2009,0,2168.03,1979.41,-14.87933967,8,0.673332,0.7986752,3.992,58.28952
341,2010,0,2383.55,2147.48,-30.11757201,8,0.673332,0.7986752,8.009,58.10073812
342,2011,0,2584.6001,2280.01,1308.625401,8,0.673332,0.7986752,15.009,57.09079
343,2012,0,9588.299747,9364.63592,1304.877145,8,0.673332,0.7986752,4.825520384,58.1878
344,2013,0,9614.25776,9392.05744,1310.31987,-2.35084389,-0.169429068,0.417434845,4.8277287,61.13853
345,2014,0,9665.401142,9442.790951,1323.306789,-2.393618191,-0.170512832,0.41798308,4.83100592,58.44515721
346,2001,0,1070.34,1179.74,0,-1,0.738942,0.2648523,3.769,17.87825
347,2002,0,993.96002,1078.1,0,-1,0.738942,0.2648523,4.167,20.55775
348,2003,0,921.90002,979.34003,0,-1,0.738942,0.2648523,1.2,22.29439
349,2004,0,903.20001,933.19,0,-1,0.738942,0.2648523,2.34,24.59101
350,2005,0,1023.5,1023.5,0,-1,0.738942,0.2648523,2.997,29.28118
351,2006,0,939.22998,909.84003,0,-1,0.738942,0.2648523,2.497,32.82211
352,2007,0,958.92999,902.71002,0,-1,0.738942,0.2648523,1.758,57.54523816
353,2008,0,985.40002,907.51001,0,-1,0.738942,0.2648523,4.937,34.29253
354,2009,0,1006.69,919.10999,0,-1,0.738942,0.2648523,-0.28,57.46315795
355,2010,0,997.71997,898.90002,0,1,0.738942,0.2648523,4.818269906,57.62554925
356,2011,0,993.83002,876.71002,1253.976858,1,0.738942,0.2648523,4.825035166,38.07395
357,2012,0,9563.142173,9340.333782,1303.725155,1,0.738942,0.2648523,4.825808932,38.13476
358,2013,0,9548.459667,9328.083346,1294.773304,-2.207701967,-0.182102218,0.418941858,4.828274246,57.98991911
359,2014,0,9634.422394,9413.026707,1312.387517,-2.392367178,-0.179925115,0.4189562,4.827402702,58.30157089
360,2001,0,6233.1099,6870.1802,298.6921098,3,0.6684,0.1151954,3.669,78.16281
361,2002,0,7216.25,7827.0801,276.8643135,3,0.6684,0.1151954,8.16,78.00131
362,2003,0,8059.5498,8561.6904,335.1289459,3,0.6684,0.1151954,8.059,77.17439
363,2004,0,9072.6699,9373.9502,475.4864574,-6,0.6684,0.1151954,6.067,76.74663
364,2005,0,10146.48,10146.48,650.5088031,-6,0.6684,0.1151954,4.656,76.3118
365,2006,0,10893.17,10552.23,709.3512795,-6,0.6684,0.1151954,6.211,77.85756
366,2007,0,12133.22,11421.98,702.3024605,-6,0.6684,0.1151954,6.367,77.86283
367,2008,0,11323.86,10428.86,965.1164292,-6,0.6684,0.1151954,0.576,81.08452
368,2009,0,12393.45,11315.23,567.3589177,-7,0.6684,0.1151954,3.95,82.48957
369,2010,0,12674.54,11419.23,731.5248974,-7,0.6684,0.1151954,5.899,81.1286
370,2011,0,12889.28,11370.31,1335.749217,-7,0.6684,0.1151954,2.655,83.79658
371,2012,0,9614.634039,9391.101813,1313.12267,-7,0.6684,0.1151954,-5.626,86.27669
372,2013,0,9600.363899,9378.216873,1302.094517,-2.144709377,-0.169594169,0.418465619,4.819151145,58.2939376
373,2014,0,9621.242973,9397.016828,1309.786973,-2.309130938,-0.178609391,0.417658075,4.816561256,58.48144963
374,2001,0,4092.8701,4511.1899,676.7447326,-9,0.36891,0.4843678,4.841546057,37.40711
375,2002,0,3643.47,3951.8799,533.9300131,-9,0.36891,0.4843678,4.829962556,58.1245225
376,2003,0,2285.6799,2428.0901,358.7199402,-66,0.36891,0.4843678,4.822910609,41.94447
377,2004,1,3391.8401,3504.48,812.0163221,-66,0.36891,0.4843678,59.737,47.33707
378,2005,0,3429.95,3429.95,1000.942278,-66,0.36891,0.4843678,4.401,58.15220102
379,2006,0,3653.9099,3539.54,1276.62658,-66,0.36891,0.4843678,10.158,58.00909549
380,2007,0,3919.3899,3689.6299,1181.180776,-66,0.36891,0.4843678,1.378,53.13153
381,2008,0,3716.4199,3422.6799,1525.38703,-66,0.36891,0.4843678,6.609,58.02964276
382,2009,0,4584.9702,4186.0801,1105.625759,-66,0.36891,0.4843678,5.809,58.07373709
383,2010,0,4379.6201,3945.8501,1369.202483,3,0.36891,0.4843678,5.539,58.18219765
384,2011,0,4178.2598,3685.8701,1296.451656,3,0.36891,0.4843678,10.214,58.28189251
385,2012,0,9627.993022,9403.075948,1307.775244,3,0.36891,0.4843678,10.292,58.27604838
386,2013,1,3910.713367,4021.812284,579.7730307,-20.41852932,-3.724402659,0.454378212,4.212,34.83258846
387,2014,0,9631.208824,9408.921878,1311.729715,-2.26250256,-0.164450539,0.418442868,4.836208754,58.21810765
388,2001,0,23886.949,26328.381,-277.4804304,10,0.343593723,0.3468543,-0.182,103.9625
389,2002,0,23688.801,25693.961,-301.5588203,10,0.343593723,0.3468543,-0.069,106.03628
390,2003,0,22918.221,24346.119,-305.6228987,10,0.343593723,0.3468543,1.477,105.44006
391,2004,0,23044.41,23809.66,-386.5211435,10,0.343593723,0.3468543,4.899,104.531
392,2005,0,23581.279,23581.279,-594.0656285,10,0.343593723,0.3468543,4.918,104.75601
393,2006,0,23808.539,23063.359,-772.8044502,10,0.343593723,0.3468543,5.798,104.88754
394,2007,0,24210.461,22791.25,-739.5995681,10,0.343593723,0.3468543,6.921,104.21661
395,2008,0,24212.68,22298.98,-955.6112233,10,0.343593723,0.3468543,4.454,102.776
396,2009,0,24693.711,22545.369,-610.3815525,10,0.343593723,0.3468543,1.248,101.85754
397,2010,0,25237.92,22738.301,-783.2763418,10,0.343593723,0.3468543,5.664,101.94803
398,2011,0,25926.25,22870.92,1323.496041,10,0.343593723,0.3468543,4.573,58.50116964
399,2012,0,9579.341366,9358.219802,1299.142473,10,0.343593723,0.3468543,3.352,58.22788179
400,2013,0,9656.018092,9429.841237,1312.766373,-2.268343296,-0.181270517,0.417303092,4.828935658,58.49989063
401,2014,0,9595.591409,9375.729719,1305.514877,-2.343693466,-0.178775712,0.419427171,4.820446556,58.25434119
402,2001,0,2661.6599,2933.7,-134.8030456,-2,0.5926,0.0659424,5.269,58.03623498
403,2002,0,2958.28,3208.6899,-133.4579905,-2,0.5926,0.0659424,5.786,90.21961
404,2003,0,2975.21,3160.5801,-149.1835928,-2,0.5926,0.0659424,4.18,91.64395
405,2004,0,3354.1101,3465.49,-198.2644245,-2,0.5926,0.0659424,8.559,91.6662
406,2005,0,4437.98,4437.98,-287.0730969,-2,0.5926,0.0659424,8.136,91.75447
407,2006,0,4571.6099,4428.52,-334.1814646,-2,0.5926,0.0659424,8.093,92.68014
408,2007,0,4552.2402,4285.3901,-328.6736105,-3,0.5926,0.0659424,8.176,92.81921
409,2008,0,5164.5,4756.3101,-410.3419264,-3,0.5926,0.0659424,7.232,93.89221
410,2009,0,4885.8501,4460.7798,-217.608485,-3,0.5926,0.0659424,5.477,58.26251309
411,2010,0,5147.3501,4637.54,-258.8860137,-3,0.5926,0.0659424,2.312,89.9106
412,2011,0,5188.9199,4577.4199,1326.13041,-3,0.5926,0.0659424,2.586,89.05884
413,2012,0,9658.307263,9433.670836,1313.3861,-3,0.5926,0.0659424,2.651,58.42442106
414,2013,0,9594.750209,9373.671082,1299.36227,-2.258885694,-0.193332895,0.418505275,3.25,58.18139492
415,2014,0,9599.602224,9377.330129,1305.544807,-2.236290932,-0.18454266,0.418905404,4.825914398,58.27316395
416,2001,0,1215.33,1339.54,-10.86655182,-2,0.8588,0.776517,4.465,40.37697
417,2002,0,1134.4399,1230.46,-8.038204636,8,0.8588,0.776517,0.545,41.00843
418,2003,0,1076,1143.04,-9.669375863,8,0.8588,0.776517,2.932,43.13994
419,2004,0,1096.89,1133.3101,-15.02428946,8,0.8588,0.776517,5.088,47.17379
420,2005,0,1166.48,1166.48,-17.83450217,8,0.8588,0.776517,5.928,47.86326
421,2006,0,1265.09,1225.49,-19.19970035,8,0.8588,0.776517,6.326,50.01769
422,2007,0,1320.71,1243.29,-19.61723932,7,0.8588,0.776517,6.993,52.53432
423,2008,0,1367.24,1259.17,-23.93792441,7,0.8588,0.776517,1.527,59.17982
424,2009,0,1319.3,1204.52,-14.79515259,7,0.8588,0.776517,2.735,60.1232
425,2010,0,1417.05,1276.7,-17.55623626,8,0.8588,0.776517,5.803,57.60448691
426,2011,0,1494.63,1318.49,1271.595064,8,0.8588,0.776517,4.379,57.73447522
427,2012,0,9611.771929,9388.519264,1304.58862,8,0.8588,0.776517,4.557,58.36560038
428,2013,0,9601.381285,9382.271404,1303.076259,-2.274644945,-0.189585207,0.419343843,5.56,58.21080163
429,2014,0,9623.22929,9398.893247,1309.641002,-2.333881347,-0.16760142,0.418325354,4.817850083,58.31499371
430,2001,0,31925.881,35188.949,4642.986523,-7,0.6604,0.674472,0.209,112.61116
431,2002,0,34622.539,37553.191,4220.801173,-7,0.6604,0.674472,3.014,105.40242
432,2003,0,41381.148,43959.371,5044.749801,-7,0.6604,0.674472,17.337,108.26249
433,2004,0,47903.82,49494.578,7537.04951,-7,0.6604,0.674472,10.762,107.94273
434,2005,0,57007.328,57007.328,11178.25032,-7,0.6604,0.674472,10.076,111.07011
435,2006,0,64048.52,62043.879,12720.56925,-7,0.6604,0.674472,7.52,103.96584
436,2007,0,69141.25,65088.199,12550.06738,-7,0.6604,0.674472,5.992,100.33522
437,2008,0,64534.641,59434.02,17900.68978,-7,0.6604,0.674472,2.48,58.54136394
438,2009,0,66933.43,61110.238,10208.48877,-7,0.6604,0.674472,-7.076,58.76980176
439,2010,0,65153.98,58700.98,11680.21541,-7,0.6604,0.674472,-2.371,58.43995373
440,2011,0,64342.711,56760.121,1337.051241,-7,0.6604,0.674472,6.304,58.42106462
441,2012,0,9681.627673,9454.995609,1320.367355,-7,0.6604,0.674472,6.196,58.34618629
442,2013,0,9611.999489,9389.846165,1308.272982,-2.281951996,-0.167406758,0.419066162,4.819972429,58.28384068
443,2014,0,9548.374016,9325.913214,1293.574744,-2.284879981,-0.157176954,0.419165312,4.819610285,58.19319159
444,2001,0,4902.4902,5403.5601,0,-66,0.1314,0.7886458,3.9,89.41561
445,2002,0,5792.21,6282.5,0,-66,0.1314,0.7886458,3.4,89.27765
446,2003,0,6678.2002,7094.2798,0,-66,0.1314,0.7886458,1.7,87.87042
447,2004,0,8143.3501,8413.7695,0,-66,0.1314,0.7886458,5.056,84.74353
448,2005,0,9728.5898,9728.5898,0,7,0.1314,0.7886458,2.7,80.66592
449,2006,0,9753.7002,9448.4297,0,7,0.1314,0.7886458,1.6,77.29259
450,2007,0,10650.08,10025.77,0,7,0.1314,0.7886458,9.4,76.05527
451,2008,0,11787.79,10856.12,0,7,0.1314,0.7886458,9.1,75.26705
452,2009,0,13607.26,12423.43,0,7,0.1314,0.7886458,10.3,76.14444
453,2010,0,14541.26,13101.06,0,7,0.1314,0.7886458,8,74.34973
454,2011,0,14711.97,12978.21,1312.561693,7,0.1314,0.7886458,2,76.12821
455,2012,0,9630.342936,9406.071847,1306.797539,7,0.1314,0.7886458,4.814971026,73.98306
456,2013,0,9643.470155,9418.803951,1311.997855,-2.287959757,-0.191519107,0.419093253,4.824572476,58.37088086
457,2014,0,9591.965472,9369.452541,1306.431542,-2.328500917,-0.175473609,0.418868247,4.826140859,58.18374226
458,2001,0,1254.25,1382.4399,0,-88,0.255,0.721111,3.669,34.31533
459,2002,0,1246.59,1352.1,0,8,0.255,0.721111,1.991,35.32195
460,2003,0,1249.84,1327.71,0,8,0.255,0.721111,3.455,35.88376
461,2004,0,1231,1271.88,0,8,0.255,0.721111,2.804,37.94804
462,2005,0,1290.95,1290.95,0,8,0.255,0.721111,2.937,39.5876
463,2006,0,1443.23,1398.0601,0,8,0.255,0.721111,4.098,39.83886
464,2007,0,1362.55,1282.6801,0,8,0.255,0.721111,4.854,41.83805
465,2008,0,1398.08,1287.58,0,8,0.255,0.721111,5.086,43.799
466,2009,0,1439.83,1314.5699,0,8,0.255,0.721111,4.506,46.87361
467,2010,0,1549.17,1395.74,0,8,0.255,0.721111,5.571,50.40481
468,2011,0,1539.79,1358.33,1282.458955,8,0.255,0.721111,4.293,52.03724
469,2012,0,9647.556586,9423.829946,1304.979115,8,0.255,0.721111,6.014,53.29364
470,2013,0,9620.161182,9397.894209,1308.427265,-2.338119523,-0.179621495,0.418425646,4.818337538,58.32285182
471,2014,0,9649.35607,9426.689985,1313.867157,-2.315126979,-0.168258873,0.418242788,4.82813039,58.34945147
472,2001,0,475.39999,523.98999,0,0,0.908388,0.4883031,2.933,57.28577078
473,2002,0,501.92001,544.40002,0,0,0.908388,0.4883031,4.48,57.4275685
474,2003,1,346.26999,367.85001,0,-88,0.908388,0.4883031,-28.356,23.75860068
475,2004,0,345.63,357.10999,0,-88,0.908388,0.4883031,4.068,57.50934565
476,2005,0,343.47,343.47,0,-88,0.908388,0.4883031,5.886,57.41475344
477,2006,0,444.20999,430.29999,0,6,0.908388,0.4883031,8.386,57.23449051
478,2007,0,420.57001,395.92001,0,6,0.908388,0.4883031,12.943,57.44033304
479,2008,0,416.60001,383.67001,0,6,0.908388,0.4883031,6.007,57.34708098
480,2009,0,471.63,430.60001,0,6,0.908388,0.4883031,5.064,57.4796493
481,2010,0,472.94,426.10001,0,6,0.908388,0.4883031,6.081,57.56607606
482,2011,0,488.26999,430.73001,1265.541292,6,0.908388,0.4883031,7.888,45.15679
483,2012,0,9591.601417,9369.670813,1299.071937,6,0.908388,0.4883031,4.824609297,58.28832151
484,2013,0,9657.878328,9432.719648,1318.891249,-2.361963292,-0.181874059,0.419027302,4.831604884,58.3690031
485,2014,0,9706.1733,9482.752409,1325.603843,-2.356128061,-0.160373478,0.418194011,4.82128206,58.51011482
486,2001,0,3001.97,3308.79,1681.851135,-7,0.79203,0.0569851,-1.764,58.20226141
487,2002,0,3019.95,3275.5801,1536.233899,-7,0.79203,0.0569851,-0.959,112.62226
488,2003,0,3187.6799,3386.29,1944.636268,-7,0.79203,0.0569851,13.016,110.28676
489,2004,0,3360.49,3472.0901,2657.188082,-7,0.79203,0.0569851,4.461,58.41569708
490,2005,0,3740.5601,3740.5601,3976.586911,-7,0.79203,0.0569851,11.87,99.09316
491,2006,0,4025.7,3899.7,5008.3767,-7,0.79203,0.0569851,6.5,104.30109
492,2007,0,4352.75,4097.5898,4965.724659,-7,0.79203,0.0569851,6.354,58.35611
493,2008,0,4498.8301,4143.2598,6405.327344,-7,0.79203,0.0569851,2.666,58.29056093
494,2009,0,4338.1001,3960.6899,4053.425281,-7,0.79203,0.0569851,-0.79,58.26632518
495,2010,0,4202.3799,3786.1599,4969.945002,-7,0.79203,0.0569851,4.836220538,58.30800076
496,2011,1,4102.8398,3619.3301,845.0661026,-77,0.79203,0.0569851,4.884817557,40.31821974
497,2012,0,9497.389675,9276.018227,1294.543273,-77,0.79203,0.0569851,4.814410055,57.89153785
498,2013,0,9625.509986,9402.847858,1314.810196,-2.343278241,-0.179359405,0.41825815,4.820629245,58.34929804
499,2014,0,9544.254766,9323.170789,1293.598209,-2.223428116,-0.18698261,0.419007305,4.813677729,58.24844372
500,2001,0,749.08002,825.64001,-4.914755925,7,0.8791,0.5190879,5.98,57.60951192
501,2002,0,659.33002,715.14001,-4.86475288,7,0.8791,0.5190879,-12.408,57.24929431
502,2003,0,717.90002,762.63,-4.158318412,7,0.8791,0.5190879,9.785,57.5352567
503,2004,0,766.84998,792.32001,-6.675212482,7,0.8791,0.5190879,5.257,57.45834437
504,2005,0,793.77002,793.77002,-7.676792901,7,0.8791,0.5190879,4.769,21.14828
505,2006,0,813.44,787.97998,0,7,0.8791,0.5190879,5.376,23.89173
506,2007,0,799.07001,752.22998,0,7,0.8791,0.5190879,6.453,26.47831
507,2008,0,830.19,764.57001,0,7,0.8791,0.5190879,7.19,29.04215
508,2009,0,798.82001,729.33002,0,0,0.8791,0.5190879,-3.524,30.38503
509,2010,0,822.78998,741.29999,0,0,0.8791,0.5190879,0.138,57.42129635
510,2011,0,822.62,725.66998,1264.577784,3,0.8791,0.5190879,1.53,57.45357405
511,2012,0,9556.783496,9336.325986,1294.046104,3,0.8791,0.5190879,2.505,38.02762
512,2013,0,9606.126612,9382.969477,1306.741749,-2.331657026,-0.187837675,0.419116035,4.820876895,58.17725184
513,2014,0,9599.470807,9375.514086,1305.437973,-2.340514307,-0.176871379,0.418800596,4.82244181,58.25607941
514,2001,0,483.01001,532.38,0,4,0.6744,0.8191763,-4.147,32.80742
515,2002,0,503.51001,546.13,0,4,0.6744,0.8191763,1.695,31.4674
516,2003,0,516.78998,548.98999,0,5,0.6744,0.8191763,5.531,57.47388102
517,2004,0,550.39001,568.65997,0,6,0.6744,0.8191763,5.518,28.29889
518,2005,0,589.38,589.38,0,6,0.6744,0.8191763,2.569,27.7515
519,2006,0,665.09003,644.27002,0,6,0.6744,0.8191763,2.062,29.27792
520,2007,0,774.29999,728.90997,0,6,0.6744,0.8191763,9.491,28.73695
521,2008,0,876.58002,807.28998,0,6,0.6744,0.8191763,8.339,30.89701
522,2009,0,901.21997,822.81,0,6,0.6744,0.8191763,9.036,31.45049
523,2010,0,950.15997,856.04999,0,6,0.6744,0.8191763,4.821228974,32.65241
524,2011,0,938.34998,827.77002,1251.279406,6,0.6744,0.8191763,4.812728672,33.82338
525,2012,0,9576.35234,9352.920429,1306.238627,6,0.6744,0.8191763,4.821579316,34.24368
526,2013,0,9520.514797,9299.754401,1289.243811,-2.343667475,-0.175127521,0.419130118,4.815485448,58.17328727
527,2014,0,9610.305627,9387.485377,1312.341064,-2.28119906,-0.18631282,0.417065077,4.824040893,58.19798934
528,2001,0,1253.78,1381.92,0,-6,0.615,0.0148691,2.892,20.46904
529,2002,0,1284.17,1392.87,0,-6,0.615,0.0148691,1.097,20.45185
530,2003,0,1439.6801,1529.38,0,-6,0.615,0.0148691,5.594,21.34249
531,2004,0,1515.45,1565.78,0,-6,0.615,0.0148691,5.179,21.89842
532,2005,0,1806.34,1806.34,0,-5,0.615,0.0148691,5.445,22.2675
533,2006,0,2019.2,1956,212.7188278,-3,0.615,0.0148691,11.445,23.15322
534,2007,0,2024.3,1905.64,104.8630562,4,0.615,0.0148691,1.023,57.86082864
535,2008,0,2088.0701,1923.03,70.6472748,-5,0.615,0.0148691,3.517,18.8066
536,2009,0,2105.98,1922.76,60.17929736,-2,0.615,0.0148691,-1.22,20.11329
537,2010,0,2198.6499,1980.89,48.59011597,-2,0.615,0.0148691,4.828441993,20.32665
538,2011,0,2223.01,1961.04,1276.263239,-2,0.615,0.0148691,4.821926052,22.41852
539,2012,0,9646.820572,9424.151306,1312.291165,-2,0.615,0.0148691,4.825464883,26.78745
540,2013,0,9666.175809,9443.050146,1315.064747,-2.362768604,-0.159074898,0.418525768,4.823193667,58.47104807
541,2014,0,9668.118102,9444.619416,1321.192839,-2.292200577,-0.154782808,0.417782848,4.832089537,58.43966787
542,2001,0,8893.4404,9802.4102,0,10,0.4634,0.6384659,3.214,78.65082
543,2002,0,8725.2998,9463.8604,0,10,0.4634,0.6384659,1.627,81.13095
544,2003,0,8566.9004,9100.6602,0,10,0.4634,0.6384659,5.984,85.0739
545,2004,0,8664.6396,8952.3701,0,10,0.4634,0.6384659,4.299,87.05312
546,2005,0,8305.3701,8305.3701,0,10,0.4634,0.6384659,1.453,90.73881
547,2006,0,8812.8496,8537.0195,0,10,0.4634,0.6384659,4.514,90.10001
548,2007,0,9558.7002,8998.3701,0,10,0.4634,0.6384659,5.875,91.41057
549,2008,0,9846.5498,9068.3096,0,10,0.4634,0.6384659,5.517,91.40907
550,2009,0,10214.72,9326.04,0,10,0.4634,0.6384659,3.015,92.47707
551,2010,0,10462.56,9426.3203,0,10,0.4634,0.6384659,4.1,93.18854
552,2011,0,10944.54,9654.7598,1316.869454,10,0.4634,0.6384659,3.8,94.37881
553,2012,0,9588.852972,9367.076955,1299.181357,10,0.4634,0.6384659,3.29,95.85146
554,2013,0,9633.896573,9409.569235,1302.956754,-2.259942548,-0.156074588,0.41900657,3.1,58.34943998
555,2014,0,9627.007261,9404.329158,1312.329199,-2.426674229,-0.172674959,0.417483342,4.826688479,58.31980727
556,2001,0,2914.6299,3212.53,-44.66384129,-6,0.484057179,0.0034627,7.552,39.88579
557,2002,0,2819.29,3057.9299,-38.5139829,-6,0.484057179,0.0034627,3.316,42.23772
558,2003,0,2928.3101,3110.76,-30.09214544,-6,0.484057179,0.0034627,6.317,44.45741
559,2004,0,2921.1101,3018.1101,-49.8990915,-6,0.484057179,0.0034627,4.802,47.77983
560,2005,0,2931.73,2931.73,-73.9873396,-6,0.484057179,0.0034627,2.979,49.59102
561,2006,0,3183.8701,3084.22,-83.7784247,-6,0.484057179,0.0034627,7.76,52.36546
562,2007,0,3242.73,3052.6399,-88.55067804,-6,0.484057179,0.0034627,2.706,55.37516
563,2008,0,3486.72,3211.1399,-117.6790758,-6,0.484057179,0.0034627,5.587,57.46767
564,2009,0,3567.49,3257.1201,-54.66987104,-6,0.484057179,0.0034627,4.758,60.21395
565,2010,0,3741.52,3370.95,-88.10917908,-6,0.484057179,0.0034627,3.643,62.46103
566,2011,0,3999.5601,3528.22,1288.268278,-4,0.484057179,0.0034627,4.986,65.55798
567,2012,0,9690.481908,9466.975803,1321.333932,-4,0.484057179,0.0034627,2.695,68.87696
568,2013,0,9630.599474,9406.322946,1308.440193,-2.296629486,-0.185964346,0.419056801,4.542,58.25459309
569,2014,0,9624.698688,9402.50186,1310.623202,-2.321062304,-0.173927215,0.418077079,4.836977787,58.25077098
570,2001,0,15508.92,17094.051,2939.364707,-9,0.437256,0.4321768,5.56,83.11186
571,2002,0,16800.16,18222.221,2913.919885,-8,0.437256,0.4321768,2.071,84.93727
572,2003,0,18846.82,20021.051,2953.408733,-8,0.437256,0.4321768,0.352,85.63054
573,2004,0,20631.82,21316.949,3570.634521,-8,0.437256,0.4321768,3.413,58.51561003
574,2005,0,22427.27,22427.27,4769.342338,-8,0.437256,0.4321768,3.987,85.40946
575,2006,0,22753.539,22041.381,5309.917852,-8,0.437256,0.4321768,5.529,84.65773
576,2007,0,24006.85,22599.57,5151.313094,-8,0.437256,0.4321768,6.729,86.75715
577,2008,0,24497.711,22561.49,5810.126362,-8,0.437256,0.4321768,13.166,90.27581
578,2009,0,27200.93,24834.461,4433.918378,-8,0.437256,0.4321768,3.267,96.19462
579,2010,0,26954.881,24285.199,5806.889697,-8,0.437256,0.4321768,5.588,58.38339206
580,2011,0,26158.73,23076.01,1341.665743,-8,0.437256,0.4321768,4.492,97.7605
581,2012,0,9704.016155,9477.915821,1325.960393,-8,0.437256,0.4321768,4.986,94.16003
582,2013,0,9636.002711,9411.89488,1315.24087,-2.319744504,-0.14581566,0.418892914,4.82919823,58.26753641
583,2014,0,9626.42032,9404.181462,1313.182964,-2.335173225,-0.173322522,0.417959531,4.829364527,58.42041541
584,2001,0,3451.5601,3804.3401,0,6,0.632904,0.6626102,1.171,64.39226
585,2002,0,3575.76,3878.4399,0,6,0.632904,0.6626102,4.792,63.9075
586,2003,0,3541.1299,3761.75,0,6,0.632904,0.6626102,4.255,63.6981
