,country,year,warstds,atwards,anoc,ager,autonomy,avgnabo,dem,dlang,drace,drel,durable,ef,gdpgrowth,illiteracy,infant,inst,inst3,life,lmtnest,milper,nat_war,ncontig,nwstate,oil,plural,plurrel,pol4,pol4sq,popdense,relfrac,seceduc,second,sxpnew,sxpsq,tnatwar,trade,warhist,xconst,lpopns,ln_gdpen,numlang,proxregc,partfree,decade1,regd4_alt,etdo4590,geo1,presi,parreg,geo34
11,Afghanistan,1955,0,0,0,85,0,0,0,70,0,20,54,0.750796974,-0.117177448,64.18160257,188.4401669,0,0,42.2125066,4.198705196,-225.4892683,0,0,0,0,0.379999995,84,-10,100,54.08299843,0.271800011,-7.845721774,0.252999991,0.047395301,-0.071362634,0,-3.936551446,-0.13680411,1,16.3533268,-1.108662605,8,3.08E-33,-0.663557415,1.174765996,0,1,0,0.343892375,4,0
12,Afghanistan,1956,0,0,0,86,0,0,0,70,0,20,55,0.750796974,0.048212413,97.96143908,214.9812519,0,0,37.44021447,4.198705196,111.6869123,0,0,0,0,0.379999995,84,-10,100,234.2344373,0.271800011,16.52462183,0.252999991,-0.013838386,-0.119916531,0,78.26705328,0.020449449,1,16.37196159,-1.046969056,8,7.70E-34,-0.050219654,0.089183738,0,1,0,-0.096944065,4,0
13,Afghanistan,1957,0,0,0,87,0,0.25,0,70,0,20,56,0.750796974,0.072990363,81.51600815,211.8505896,0,0,36.1407899,4.198705196,-304.1878936,1,0,0,0,0.379999995,84,-10,100,197.3868316,0.271800011,-4.029276188,0.252999991,0.001118433,-0.099271287,1,19.66163748,0.016661006,1,16.38498878,-0.898942053,8,1.93E-34,-0.337728094,0.509697628,0,1,0,-0.015319119,4,0
14,Afghanistan,1958,0,0,0,88,0,0.25,0,70,0,20,57,0.750796974,0.015125406,102.8854995,233.7168893,0,0,33.92549007,4.198705196,277.5699546,0,0,0,0,0.379999995,84,-10,100,-206.5933993,0.271800011,-4.83193399,0.252999991,0.095592546,0.03668556,0,-52.53408535,-0.245205024,1,16.40116692,-0.848632097,8,4.81E-35,-0.379979996,0.53002629,2,1,0,0.482049963,4,0
15,Afghanistan,1959,0,0,0,89,0,0,0,70,0,20,58,0.750796974,0.005638663,91.02573549,242.1349389,0,0,30.78812984,4.198705196,191.6681398,0,0,0,0,0.379999995,84,-10,100,-102.6357124,0.271800011,-7.502717342,0.252999991,0.052699747,0.033828405,0,-52.36022987,-0.045044878,1,16.41076469,-0.78965807,8,1.20E-35,-0.342096314,1.20753869,-1,1,0,-0.064858956,4,0
16,Afghanistan,1960,0,0,0,90,0,0,0,70,0,20,59,0.750796974,0.072978828,92.27255051,251.9950649,0,0,29.98288574,4.198705196,-17.6381055,0,0,0,0,0.379999995,84,-10,100,68.7280457,0.271800011,-10.56434375,0.252999991,0.238067959,0.170385695,0,54.13849189,-0.139993238,1,16.42469788,-0.740238786,8,3.01E-36,-0.326736399,1,2,1,0,0.091252024,4,0
17,Afghanistan,1961,0,0,0,91,0,0,0,70,0,20,60,0.750796974,0.078633003,87.2855465,223.9353236,0,0,34,4.198705196,60,0,0,0,0,0.379999995,84,-10,100,15.66186047,0.271800011,1,0.252999991,0.141940257,0.031920446,0,11.15703011,0,1,16.43596649,-0.685178995,8,7.52E-37,0,1,-1,1,0,0,4,0
18,Afghanistan,1962,0,0,0,92,0,0,0,70,0,20,61,0.750796974,0.00696803,90.46355404,228.5355515,0,0,34,4.198705196,77,0,0,0,0,0.379999995,84,-10,100,15.98274994,0.271800011,1,0.252999991,0.128520644,0.047796033,0,12.55060959,0,1,16.44790268,-0.59602046,8,1.88E-37,0,1,-3,1,0,0,4,0
19,Afghanistan,1963,0,0,0,93,0,0,0,70,0,20,62,0.750796974,0.077544008,83.77014143,230.8792373,0,0,34,4.198705196,90,0,0,0,0,0.379999995,84,-10,100,16.3210392,0.271800011,1,0.252999991,0.075285483,0.025290538,0,14.22764015,0,1,16.46005249,-0.576253474,8,4.70E-38,0,1,-3,1,0,0,4,0
20,Afghanistan,1964,0,0,0,94,0,0.0078924,0,70,0,20,63,0.750796974,0.052908857,84.19886315,249.1362038,0,1,34,4.198705196,100,0,0,0,0,0.379999995,84,-10,100,16.67551994,0.271800011,1,0.252999991,0.130827765,0.002564573,0,26.03550911,0,1,16.47100258,-0.534435451,8,1.18E-38,0,1,-1.5,1,0,0,4,0
