"pay_attn_pol_cont","int_follow_campg","anything_like_dem_cand","anything_like_rep_cand","approve_congr","things_right_track","feel_dem_cand_cont","feel_rep_cand_cont","how_many_live_hh_cont","better_1y_ago_cont","has_hinsur","favor_aca","afraid_dem_cand","disgust_dem_cand","afraid_rep_cand","disgust_rep_cand","lib_con_scale_cont","incgap_morethan_20y_ago","economy_improved","unempl_improved","speaksmind_dem_cand","speaksmind_rep_cand","soc_spend_favor_cont","def_spend_favor_cont","private_hi_favor_cont","shoud_hard_buy_gun","favor_affirmaction","govt_benefit_all","all_ingovt_corrup","election_makegovt_payattn","global_warming_happen","favor_death_penalty","econ_better_since_2008","relig_important","age_cont","married","schooling_cont","latinx","white","black","both_parents_bornUS","any_grandparent_foreign","rent_home","has_unexp_passap","should_roughup_protestors","justified_useviolence","consider_self_feminist","ppl_easily_offended_nowadays","soc_media_learn_pres","satisfied_life","intvote_beforeelec_2016","vote_pres_2012","vote_pres_2016","swing_2016","swing_2016_2012"
2,1,1,1,0,0,15,40,1,0,1,-1,2,1,1,-1,-1,1,-1,1,-2,2,-1,-2,0,-1,-1,0,1,0,1,0,1,1,24,0,10,0,1,0,1,1,0,0,-2,-2,0,1,1,-1,"Trump","Obama","Trump",0,1
2,1,1,1,0,0,85,0,0,2,1,1,-2,-2,2,2,3,1,0,0,1,2,2,1,0,1,1,0,-1,0,1,0,0,1,71,0,13,1,1,0,1,1,0,1,0,-2,0,0,0,2,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,85,3,0,1,-1,1,1,-2,-1,-2,1,-1,-1,-2,2,0,2,1,1,-1,0,-1,0,1,0,0,1,60,1,13,1,1,0,1,0,0,1,-1,-2,0,0,0,1,"Trump","Romney","Trump",0,0
0,0,1,0,0,0,50,0,2,0,1,-1,-1,-1,1,1,-1,1,-1,1,1,0,-1,-2,0,1,0,0,-1,-1,1,0,0,1,48,0,13,0,1,0,1,0,0,1,-2,-2,1,1,1,0,"Clinton","Romney","Clinton",0,1
-1,0,1,1,1,0,60,60,2,1,1,1,-1,0,2,1,0,1,-1,-1,-2,1,1,0,0,1,-1,0,1,1,1,1,0,1,36,0,9,0,1,0,1,0,1,0,2,-2,0,1,1,-1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,0,85,0,1,1,1,1,-2,-1,2,2,2,1,1,1,-1,2,3,0,-3,1,0,0,-1,1,1,1,1,0,58,1,14,0,1,0,1,0,0,1,-2,-2,0,0,0,2,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,1,40,15,0,1,1,1,-1,-2,-1,-1,1,1,1,1,-2,1,0,-1,-2,0,1,0,-1,1,1,1,1,0,30,0,14,0,0,0,0,1,1,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,1,40,0,3,0,1,1,-1,-2,2,-1,1,1,1,1,1,1,2,0,0,0,1,0,-1,0,1,0,1,1,52,1,13,0,1,0,1,0,0,0,-1,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,15,15,1,1,1,0,-1,-2,0,-2,-2,1,-1,1,1,2,-1,2,0,0,1,0,-1,0,1,0,1,0,54,1,14,0,1,0,1,0,0,1,0,-2,0,1,1,2,"Johnson","Romney","Johnson",0,1
2,1,0,1,0,0,0,100,2,0,1,-1,1,1,-2,-2,-3,0,0,0,0,2,-1,2,2,0,-1,0,-1,0,0,1,-1,1,70,1,13,1,1,0,0,1,0,0,0,-2,0,1,0,2,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,0,40,0,-2,1,-1,0,1,1,2,-2,1,0,1,2,2,0,3,0,1,-1,0,0,1,1,0,-1,1,81,0,12,0,1,0,1,0,0,0,0,-2,0,0,1,2,"Johnson","Romney","Trump",1,0
1,1,0,1,0,0,30,70,1,1,1,-1,-1,1,-1,-1,-2,1,0,0,2,2,-2,1,3,0,-1,0,1,0,0,1,0,1,41,1,11,0,1,0,1,0,0,0,1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,1,0,40,0,0,1,1,1,-1,0,1,1,1,1,-1,1,0,-1,0,-1,-1,1,1,0,0,0,1,1,1,0,23,0,13,0,0,1,1,0,1,0,-2,0,1,0,1,-1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,85,0,1,-2,1,0,-2,-2,2,-2,0,0,-1,1,1,-2,0,0,0,1,0,0,0,0,1,0,0,1,72,0,11,1,1,0,0,0,0,0,-1,-1,0,1,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,1,0,85,0,0,0,0,1,-2,-2,2,2,0,-1,-1,-1,1,2,3,0,-3,0,-1,0,-1,1,1,0,0,1,59,0,9,0,0,1,1,0,0,0,-1,2,1,0,1,-1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,85,0,1,2,1,1,-2,-2,1,2,1,1,1,-1,2,2,1,-1,0,1,0,1,-1,1,1,0,-1,0,55,1,13,0,1,0,1,0,0,1,-2,-2,1,1,1,2,"Clinton","Obama","Clinton",0,0
1,0,1,1,0,1,70,0,0,0,1,1,-1,-2,2,2,1,0,-1,-1,-2,1,3,-3,-3,1,0,0,0,1,0,0,0,1,28,0,12,0,0,0,0,1,1,1,0,-1,0,1,1,-2,"Clinton","Obama","Stein",1,1
0,1,1,0,0,1,70,0,0,0,1,1,-2,-1,1,1,2,1,-1,1,0,2,1,0,-1,1,-1,1,-1,1,1,0,1,1,58,0,14,0,1,0,1,0,0,0,-2,-2,1,1,0,2,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,100,1,-2,1,-1,2,2,-2,-2,-3,1,0,0,1,2,3,0,3,0,-1,0,2,1,1,0,-1,1,60,0,11,0,1,0,1,1,0,0,2,-2,0,1,1,-1,"Trump","Romney","Trump",0,0
0,1,1,0,0,0,70,0,1,1,1,1,-1,-1,2,1,0,1,1,1,2,1,1,0,1,1,0,1,-1,1,1,1,1,1,59,1,13,0,1,0,0,1,0,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
1,0,1,1,0,0,85,40,4,1,1,1,-2,-1,-2,-1,1,1,-1,1,1,2,1,1,0,1,-1,0,0,1,1,0,-1,1,47,0,13,0,1,0,0,1,0,0,-1,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
1,0,0,1,1,0,0,30,3,1,1,-1,2,2,-2,-1,-2,1,-1,0,-2,2,-3,2,3,0,-1,0,-1,1,1,0,0,1,24,0,10,0,1,0,1,0,0,0,2,-2,0,1,1,2,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,60,0,2,0,1,1,-2,-2,1,1,1,1,1,1,1,2,0,1,-2,1,-1,0,-1,1,1,0,1,0,60,1,16,0,1,0,1,1,0,1,-2,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,0,60,0,1,1,1,1,-1,-1,2,2,1,1,-1,-1,0,2,1,-1,-1,1,0,0,1,-1,1,0,-1,0,30,1,10,0,1,0,1,1,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,40,70,1,0,1,1,-1,-1,-1,-1,-2,1,1,1,-2,2,-1,1,1,1,-1,0,1,1,1,0,1,1,90,1,15,0,1,0,1,1,1,0,1,1,1,1,0,0,"Trump","Romney","Trump",0,0
1,1,1,1,0,0,70,40,0,0,1,1,-1,-2,1,-1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,61,0,14,0,1,0,0,1,0,0,-1,-2,0,0,1,-1,"Clinton","Romney","Clinton",0,1
-1,0,1,0,0,0,100,0,1,1,1,1,-2,-2,2,2,1,1,1,1,0,2,0,-1,-3,1,1,0,-1,0,1,1,0,1,40,0,12,0,0,1,1,0,1,1,-2,-2,0,0,1,0,"Clinton","Obama","Clinton",0,0
-1,0,0,1,0,0,15,85,3,1,1,-1,-1,0,-1,-1,-1,1,0,0,2,2,0,1,0,0,-1,0,1,-1,1,0,-1,1,48,1,10,0,1,0,1,0,1,0,0,0,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,85,0,2,2,1,1,-1,-2,2,2,3,1,1,1,0,2,3,-1,-3,1,1,0,0,1,1,1,1,0,37,1,14,0,1,0,1,0,0,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
0,1,1,0,0,0,85,0,3,0,1,1,-2,-2,2,1,2,1,-1,1,1,2,3,-1,-3,1,1,0,-1,0,1,1,1,1,36,1,15,0,1,0,1,0,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,85,4,-1,1,-1,2,1,-2,-1,-2,1,0,0,2,2,0,3,2,0,-1,0,1,0,0,0,-1,1,41,1,13,0,1,0,1,1,0,0,2,-2,0,1,0,2,"Trump","Romney","Trump",0,0
1,1,1,0,1,1,85,0,1,-1,1,0,-2,-2,0,1,1,1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,0,0,1,75,1,12,0,1,0,1,1,0,1,0,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,85,1,0,1,-1,2,1,-2,-2,-2,1,-1,-1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,88,0,9,0,1,0,1,0,0,1,2,-2,0,0,0,1,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,100,0,0,1,-1,2,2,-2,-2,0,1,-1,-1,0,2,-3,3,2,1,1,0,1,-1,1,0,-1,1,59,0,9,0,1,0,1,0,1,0,0,-2,1,1,1,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,10,0,0,1,1,1,-2,-2,2,2,2,1,1,1,1,2,1,2,1,1,0,0,-1,1,1,1,1,1,76,0,13,0,0,1,1,0,0,0,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,1,0,0,70,2,-1,1,-1,2,2,-2,-2,-2,1,0,0,-2,1,-1,3,2,0,0,0,1,0,0,0,-1,1,48,1,13,0,1,0,1,0,0,1,-2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
2,0,0,1,0,0,15,50,1,0,1,-1,-2,1,-2,-1,-2,0,-1,-1,-1,1,0,2,3,0,-1,0,1,0,1,0,-1,0,54,1,11,0,1,0,1,1,0,1,-1,-2,0,1,0,2,"Trump","Romney","Trump",0,0
0,0,0,1,0,0,0,85,2,-1,1,-1,1,2,-2,-1,0,1,0,-1,1,2,-2,1,3,0,-1,0,0,0,1,0,1,1,66,0,13,0,1,0,1,1,0,0,0,-2,1,1,1,-2,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,85,15,3,2,1,1,-2,-1,-1,2,0,1,1,1,2,2,1,-2,1,1,0,0,-1,-1,0,0,1,1,42,1,11,1,1,0,0,1,0,0,0,-2,1,1,1,2,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,40,70,3,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,2,-1,1,0,1,-1,0,0,-1,1,0,1,0,55,0,10,0,1,0,1,1,0,1,-2,-2,0,1,1,2,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,85,15,0,0,1,1,-1,-2,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,1,1,0,1,0,61,0,13,0,1,0,1,1,0,0,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,1,0,0,70,30,0,0,1,1,-1,-2,-1,2,0,0,-1,1,2,2,1,1,1,1,-1,0,0,0,1,0,1,0,72,0,8,0,1,0,1,0,0,0,1,1,0,0,0,2,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,0,100,0,0,-2,0,1,0,-2,1,2,0,1,0,0,0,-2,0,3,-1,1,-1,0,1,-1,1,0,-1,1,80,0,10,0,1,1,0,1,1,0,0,-2,0,0,0,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,85,0,0,2,1,1,-2,-2,2,2,-2,1,1,1,1,1,1,0,0,1,0,0,-1,1,1,1,1,1,52,0,10,1,0,0,1,0,0,0,-1,-2,0,1,1,2,"Clinton","Obama","Clinton",0,0
-1,1,1,0,1,0,85,0,3,1,1,1,-2,-2,2,2,-1,-1,-1,1,2,2,0,0,1,1,0,1,-1,1,1,1,1,1,47,1,14,0,1,0,0,1,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,60,30,5,-1,1,0,2,-2,2,0,0,1,0,0,0,1,-1,2,0,1,-1,0,1,0,1,0,-1,1,73,1,11,0,1,0,1,1,0,1,0,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
0,0,0,1,0,0,0,60,3,1,1,-1,1,2,-1,0,0,1,0,0,2,2,1,-1,0,0,-1,0,1,0,1,0,-1,1,41,1,9,0,1,0,1,0,0,0,0,-2,0,1,1,1,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,70,0,-1,1,-1,1,2,-2,-2,-3,-1,0,0,0,2,-1,3,2,0,-1,0,1,-1,1,0,-1,1,80,0,13,0,1,0,1,1,1,0,1,-2,0,1,1,2,"Trump","Romney","Trump",0,0
-1,0,0,1,0,0,15,100,1,0,1,-1,1,2,-1,-1,0,1,0,0,0,2,0,0,2,0,0,0,0,1,1,0,-1,1,48,1,9,0,1,0,1,1,1,0,1,0,0,1,1,2,"Trump","Romney","Trump",0,0
-2,-1,0,1,1,0,0,70,3,0,1,-1,-2,-2,-2,-2,-2,1,-1,-1,-2,1,-2,1,1,0,-1,0,0,1,0,1,-1,1,35,1,13,0,1,0,1,0,1,1,-1,-2,0,1,0,2,"Trump","Romney","Trump",0,0
0,0,0,1,0,0,30,70,2,-1,1,0,-1,0,-2,0,0,1,0,-1,0,-1,0,1,3,0,-1,0,0,0,1,1,-1,1,76,1,11,0,1,0,1,0,0,0,0,-2,1,1,1,1,"Trump","Romney","Trump",0,0
-1,-1,0,1,0,0,0,60,5,0,1,-1,1,2,-2,-1,-2,1,0,-1,-1,2,-1,2,2,-1,-1,0,0,1,0,1,-1,1,48,1,14,0,1,0,0,1,0,0,-1,-2,1,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,85,0,0,0,1,1,-1,-2,2,2,1,1,1,1,-1,2,0,1,-2,0,-1,0,-1,1,1,1,1,1,67,0,13,1,1,0,1,0,0,0,-2,-1,1,1,1,0,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,15,70,1,0,1,-1,1,1,-1,-1,-2,1,-1,1,-1,2,-2,1,0,0,1,0,0,0,1,0,1,1,71,1,10,0,1,0,1,0,0,0,-1,-2,0,1,1,1,"Trump","Obama","Trump",0,1
1,1,1,0,0,1,85,0,1,2,1,1,-2,-2,-1,1,2,1,1,1,0,0,3,-1,-3,1,1,1,-1,1,1,1,1,0,35,1,13,0,1,0,1,1,0,1,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,70,2,0,1,-1,2,2,-2,-1,-2,1,0,0,2,2,-1,1,3,0,-1,0,0,0,0,0,-1,1,49,1,13,0,1,0,1,0,0,1,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
-1,0,0,0,1,0,85,0,0,1,1,0,-2,-2,2,2,0,1,1,-1,2,1,0,2,0,1,0,0,1,-1,1,0,1,0,68,0,9,1,1,0,0,1,0,0,-2,0,0,1,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,1,0,0,60,40,3,0,1,1,-2,-2,0,1,0,1,-1,1,1,1,3,-2,-3,1,-1,0,0,-1,1,1,0,1,26,1,10,0,0,1,1,0,1,0,1,-1,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,1,0,40,70,1,0,1,-1,-2,-1,-1,-1,-2,1,0,0,-1,1,0,2,1,0,0,0,0,-1,1,1,0,1,74,0,13,0,1,0,1,1,0,1,1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,70,0,2,0,1,1,-2,-2,0,1,1,1,1,1,0,1,1,0,-1,1,0,1,-1,1,1,0,1,0,42,1,14,0,1,0,1,1,0,1,-1,-2,1,0,0,2,"Clinton","Obama","Clinton",0,0
0,0,1,0,1,0,50,15,1,1,1,1,-1,0,-1,-1,0,1,1,-1,0,2,0,0,0,1,-1,0,0,0,1,0,1,1,46,1,13,0,1,0,1,1,0,1,-2,-2,1,1,1,1,"Johnson","Obama","Clinton",1,0
1,0,0,0,0,1,85,40,0,0,1,1,-2,-2,1,2,0,-1,1,1,0,1,0,2,0,1,-1,1,0,1,1,1,1,1,73,0,10,0,1,0,1,0,0,0,0,0,0,1,0,2,"Clinton","Obama","Clinton",0,0
-1,1,0,1,0,0,0,70,0,-1,1,-1,2,2,-1,-1,0,1,0,0,0,2,0,2,0,0,-1,0,1,1,0,0,-1,1,83,0,9,0,1,0,1,0,1,1,1,1,1,1,1,1,"Trump","Romney","Trump",0,0
1,1,0,1,1,0,50,70,0,0,1,-1,1,1,0,-1,-2,1,-1,1,1,1,2,3,3,0,-1,0,0,1,1,1,-1,1,56,0,15,0,0,0,0,1,0,1,1,1,1,1,0,1,"Trump","Romney","Trump",0,0
0,0,1,1,0,0,70,0,3,1,1,1,-2,-1,1,1,2,1,1,1,2,2,3,-3,-3,1,1,0,0,0,1,1,1,0,43,0,13,0,0,1,0,1,0,1,-1,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,1,100,0,3,0,1,1,-2,-2,2,1,2,1,1,1,2,2,1,0,-1,1,1,1,-1,1,1,1,1,0,46,0,15,0,1,0,0,1,0,0,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,85,0,0,1,-1,2,2,-2,-2,-2,1,0,0,-2,2,0,3,1,0,-1,0,1,1,1,0,-1,1,74,0,10,0,1,0,0,1,0,1,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
-1,0,0,0,0,0,50,30,0,0,1,0,-1,-1,2,-1,0,1,-1,0,-1,1,-1,2,-1,1,1,0,2,-1,1,0,-1,0,61,0,10,0,0,1,1,0,0,0,0,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,85,30,1,0,1,1,-2,-2,2,2,0,1,-1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,67,0,13,0,0,1,0,1,0,1,0,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
0,1,1,1,0,0,50,50,3,0,1,1,0,-1,1,-1,0,1,-1,-1,-2,2,3,3,-1,1,-1,0,1,1,1,1,0,1,41,1,11,0,0,1,1,0,0,0,-2,-2,0,0,1,0,"Stein","Obama","Clinton",1,0
1,1,1,1,0,0,60,50,0,1,1,-1,-1,-1,1,1,-1,1,0,1,2,1,0,1,-2,1,-1,0,-1,1,1,0,0,1,66,0,9,0,1,0,1,0,0,1,0,-2,0,0,1,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,60,15,4,0,1,1,-2,-1,-2,1,-1,1,-1,1,0,2,-1,-1,-1,1,1,0,-1,1,0,1,1,1,54,1,13,1,1,0,0,1,0,1,-1,-2,1,0,0,0,"Clinton","Obama","Clinton",0,0
1,1,0,0,0,0,40,0,1,0,1,-1,0,-2,1,0,0,1,-1,-1,0,1,-1,0,1,1,-1,0,0,0,1,0,1,0,31,1,13,0,1,0,1,0,0,1,-1,-2,0,1,1,2,"Johnson","Romney","Johnson",0,1
2,1,1,1,0,1,70,40,2,2,1,1,-1,-1,1,1,0,1,1,1,0,2,-2,2,0,-1,-1,0,-1,1,1,0,1,1,40,1,13,1,0,0,0,1,0,1,0,-2,0,1,1,2,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,15,85,0,0,1,1,1,2,-2,-1,-2,1,0,0,1,1,-2,2,2,0,-1,0,-1,0,0,0,0,1,71,0,14,1,1,0,0,1,0,1,2,-1,0,0,1,2,"Trump","Romney","Trump",0,0
1,1,0,1,1,0,30,85,0,1,1,1,0,0,-1,-1,0,1,-1,-1,-1,0,1,1,3,1,-1,0,0,0,1,0,0,1,76,0,10,0,1,0,1,0,1,1,0,-1,1,1,0,1,"Johnson","Romney","Trump",1,0
1,1,1,1,0,1,40,15,0,2,1,-1,-2,-2,-1,0,0,1,1,1,-1,1,-1,-1,-2,1,-1,0,1,-1,1,1,1,0,34,0,10,0,1,0,1,0,1,1,-2,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,30,85,1,-1,1,-1,0,0,-1,-1,-1,1,1,1,1,2,0,1,0,1,0,0,0,0,1,1,1,1,68,1,12,0,1,0,1,0,0,0,-1,-2,1,0,0,0,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,100,0,0,1,-1,2,1,-2,-2,0,1,0,-1,-2,1,0,1,2,0,-1,0,1,1,1,0,-1,1,76,0,9,0,1,0,0,1,0,0,2,-2,0,0,0,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,85,0,0,1,1,1,-2,-2,1,1,2,1,1,1,1,1,2,-1,-3,1,1,0,0,1,1,1,1,1,69,0,14,0,1,0,1,1,0,1,-2,-2,1,0,0,2,"Clinton","Obama","Clinton",0,0
2,1,0,0,0,0,0,30,1,-1,1,-1,1,1,-1,-1,-3,1,-1,-1,-2,2,-3,2,3,0,-1,0,0,1,1,0,-1,1,64,1,13,0,1,0,1,1,0,1,-2,-2,0,1,0,0,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,0,100,0,0,1,-1,2,2,-2,-2,-2,0,-1,0,-2,2,-3,3,2,-1,-1,0,1,1,1,0,0,1,52,0,11,0,1,0,1,0,1,1,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
-1,0,0,1,1,0,15,70,0,1,1,-1,1,1,-1,-1,-1,1,0,0,0,2,-1,0,0,0,-1,0,0,0,1,0,1,1,26,0,13,0,1,0,1,0,0,0,0,-2,0,1,1,2,"Trump","Obama","Trump",0,1
-1,0,1,0,1,0,60,40,1,1,1,-1,-2,-1,-2,1,0,1,-1,-1,-1,2,0,3,3,0,0,0,1,-1,1,0,0,1,37,0,9,0,1,0,1,0,1,0,-1,-2,0,0,1,2,"Clinton","Romney","Clinton",0,1
1,0,0,1,0,0,0,60,4,-2,1,-1,-1,2,-2,1,-2,0,0,-1,1,2,-1,2,2,0,0,0,0,-1,0,0,-1,1,42,1,12,0,1,0,1,0,0,0,-2,-2,0,0,1,2,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,0,75,4,-1,1,-1,-1,2,-2,-1,-3,1,0,0,-2,2,-3,3,3,0,-1,0,2,-1,1,0,-1,1,50,1,11,0,1,0,1,0,0,1,0,-2,0,1,0,2,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,60,0,0,1,-1,0,2,-2,-1,-2,1,0,0,0,2,-3,3,3,0,-1,0,1,1,1,1,-1,1,45,0,11,0,1,0,1,0,1,0,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,70,1,-1,1,-1,1,2,-2,-2,-2,0,0,0,2,2,-2,3,3,0,-1,0,1,1,0,1,-1,1,60,0,10,0,1,0,1,0,0,0,-1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
-1,0,0,1,0,0,0,70,1,1,1,-1,1,1,-1,-2,-3,1,-1,0,-1,2,-3,1,3,0,-1,0,0,1,0,0,1,1,53,1,13,0,1,0,1,0,0,1,1,-2,0,0,1,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,60,30,1,0,1,1,-1,-1,1,1,2,1,1,1,0,1,3,0,-3,1,0,0,0,-1,1,1,1,0,53,0,11,0,1,0,1,0,0,0,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,1,0,70,0,1,2,1,1,-2,-1,1,1,2,1,1,1,2,1,1,0,-3,1,1,0,-1,1,1,0,1,1,32,1,13,0,0,1,1,0,1,1,-2,-2,1,1,1,2,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,1,50,0,4,1,1,-1,-2,-1,-1,1,1,1,1,0,-1,2,-1,0,0,1,1,0,-1,-1,1,0,1,1,42,1,14,0,1,0,1,0,0,0,1,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,70,3,1,1,-1,2,2,-1,-1,-2,0,-1,-1,0,2,-2,2,3,0,0,0,0,1,1,0,0,1,53,1,13,0,1,0,1,0,0,0,-2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,15,85,2,1,1,-1,-2,1,-2,-1,-2,1,-1,-1,-2,2,-2,2,3,0,-1,1,-1,1,1,0,-1,1,51,1,14,0,1,0,1,0,0,0,1,-2,0,1,1,2,"Trump","Romney","Trump",0,0
-1,1,0,1,1,0,0,70,3,0,1,-1,2,2,-2,-1,-1,1,-1,0,-2,2,-1,1,2,0,-1,0,1,1,1,0,1,1,34,1,9,0,1,0,1,0,0,1,-2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
0,1,1,0,1,0,85,15,0,2,1,1,-2,-2,2,2,1,1,1,-1,1,2,0,-2,-1,1,0,1,-1,1,1,1,1,1,27,0,10,0,0,1,1,0,1,1,-1,0,1,0,1,1,"Clinton","Obama","Clinton",0,0
-1,1,1,0,1,0,70,0,3,0,1,1,-1,-2,2,2,0,1,-1,1,1,-2,-1,0,-3,0,1,0,-1,1,1,1,1,1,66,1,11,1,0,0,0,1,1,1,1,-2,0,0,1,2,"Clinton","Obama","Clinton",0,0
0,1,1,1,1,0,70,85,1,0,1,-1,-2,-2,-2,-1,0,1,0,0,2,2,0,2,1,1,1,0,0,1,1,0,-1,1,70,1,10,0,1,0,1,1,0,1,1,-2,0,0,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,60,0,4,0,1,1,-2,0,1,1,0,1,-1,1,1,1,0,0,-1,1,1,0,0,-1,1,1,1,1,79,1,14,0,1,0,1,0,0,1,0,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
-1,0,1,0,0,0,85,40,1,1,1,0,-2,-2,2,0,2,1,1,1,0,1,3,-1,0,1,0,1,-1,1,1,0,1,1,54,0,5,1,0,0,0,1,1,1,-1,-1,1,0,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,30,0,6,1,1,1,-2,-1,2,2,2,1,1,1,-2,2,1,0,-1,1,0,0,0,0,1,1,1,1,39,1,13,0,0,1,1,0,0,1,-1,-2,0,0,1,1,"Johnson","Obama","Clinton",1,0
0,0,1,1,1,1,79,21,0,1,1,1,-1,-2,0,0,1,1,1,1,0,2,0,-1,0,1,0,0,0,1,1,0,1,0,23,0,13,0,1,0,1,0,1,0,-1,-1,1,0,1,1,"Clinton","Obama","Clinton",0,0
0,0,1,0,1,1,70,0,1,1,1,1,-2,-2,-1,-1,3,1,1,1,2,2,2,3,-2,1,-1,1,1,1,0,0,1,0,46,1,12,0,0,1,1,0,0,1,-2,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,40,4,-1,1,-1,2,2,-1,0,-2,1,0,0,-2,2,-1,1,1,0,0,0,1,-1,0,0,1,1,33,1,13,1,1,0,0,1,0,1,-2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,85,0,1,0,1,1,-2,-1,1,2,1,1,-1,0,1,1,2,2,-2,1,-1,0,1,0,1,0,-1,1,70,1,9,0,1,0,1,1,0,0,0,-2,0,0,0,0,"Clinton","Obama","Clinton",0,0
0,0,0,1,1,0,30,70,1,-2,1,0,1,1,-2,-1,-2,1,0,0,0,2,0,0,-1,1,1,1,-1,1,0,0,0,1,80,1,10,0,1,0,1,0,0,0,0,-2,0,1,0,2,"Trump","Romney","Trump",0,0
